Year,Month,Types of Cars,Brands,Car Model,Amount
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,68.68421052631580
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,29.76315789473680
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,75.55263157894740
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,87.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,0.4
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,0.4
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,0.8
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,0.4
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,1.4634146341463400
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,1.024390243902440
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,0.878048780487805
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,2.6341463414634100
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,0.5384615384615380
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,0.15384615384615400
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,0.15384615384615400
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,0.15384615384615400
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,2.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,2.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,1.5789473684210500
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,0.3157894736842110
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,0.47368421052631600
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,0.631578947368421
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,9.44186046511628
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,18.88372093023260
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,12.13953488372090
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,17.53488372093020
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,1.35
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,0.9
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,0.45
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,0.3
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,153.25822368421100
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,118.25
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,115.91611842105300
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,85.57565789473680
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,28.85185185185190
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,16.19753086419750
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,26.82716049382720
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,10.123456790123500
2567,September,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD 2.5S ""TYPE GOLD III""",1.5
2567,October,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD 2.5S ""TYPE GOLD III""",0.75
2567,November,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD 2.5S ""TYPE GOLD III""",0.75
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5X SIDE LIFT UP SEAT,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD GF HYBRID 2.5L,0.25
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD GF HYBRID 2.5L,0.25
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD GF HYBRID 2.5L,0.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID 2.5 S TYPE GOLD,0.20000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID 2.5 S TYPE GOLD,0.6
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID 2.5 S TYPE GOLD,0.20000000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,0.380952380952381
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,0.09523809523809530
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,0.23809523809523800
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,0.28571428571428600
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF PACKAGE,1.125
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF PACKAGE,0.9375000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF PACKAGE,0.5625
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF PACKAGE,0.375
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S 2.5L,1.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S 2.5L,1.0
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S TYPE GOLD III,0.5
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S TYPE GOLD III,0.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SR C,0.4444444444444440
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SR C,0.1111111111111110
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SR C,0.3333333333333330
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SR C,0.1111111111111110
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC 2.5L,4.19047619047619
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC 2.5L,2.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC 2.5L,3.238095238095240
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC 2.5L,1.9047619047619000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC PACKAGE,17.538461538461500
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC PACKAGE,9.846153846153850
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC PACKAGE,7.6923076923076900
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC PACKAGE,20.923076923076900
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X,0.17857142857142900
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X,0.10714285714285700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X,0.2857142857142860
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X,0.42857142857142900
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X 2.5L,1.3125
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X 2.5L,0.9375000000000000
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X 2.5L,0.75
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X E-FOUR,0.2
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X E-FOUR,0.33333333333333300
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X E-FOUR,0.33333333333333300
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X E-FOUR,0.13333333333333300
2567,September,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD S ""TYPE GOLD III""",2.6666666666666700
2567,October,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD S ""TYPE GOLD III""",2.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD S ""TYPE GOLD III""",2.6666666666666700
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE,89.47140649149920
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE,70.00309119010820
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE,62.9613601236476
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE,45.56414219474500
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE 2.5L,121.62824207492800
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE 2.5L,68.7463976945245
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE 2.5L,100.47550432276700
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SC PACKAGE 2.5L,76.14985590778100
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SRC HYBRID 2.5L,2.84375
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SRC HYBRID 2.5L,0.4375000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SRC HYBRID 2.5L,1.09375
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD SRC HYBRID 2.5L,2.6250000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD X HYBRID 2.5L,0.4285714285714290
2567,October,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD X HYBRID 2.5L,0.28571428571428600
2567,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD X HYBRID 2.5L,0.28571428571428600
2567,September,Sedan (Not more than 7 Pass),TOYOTA,BZ4X,4.4000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,BZ4X,22.000000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,BZ4X,39.6
2567,September,Sedan (Not more than 7 Pass),TOYOTA,C-HR,9.505859375
2567,October,Sedan (Not more than 7 Pass),TOYOTA,C-HR,8.11328125
2567,November,Sedan (Not more than 7 Pass),TOYOTA,C-HR,6.720703125
2567,December,Sedan (Not more than 7 Pass),TOYOTA,C-HR,6.66015625
2567,September,Sedan (Not more than 7 Pass),TOYOTA,CAMRY,568.5539000876420
2567,October,Sedan (Not more than 7 Pass),TOYOTA,CAMRY,377.4566170026290
2567,November,Sedan (Not more than 7 Pass),TOYOTA,CAMRY,401.1463628396140
2567,December,Sedan (Not more than 7 Pass),TOYOTA,CAMRY,454.8431200701140
2567,September,Sedan (Not more than 7 Pass),TOYOTA,COMMUTER,66.625
2567,October,Sedan (Not more than 7 Pass),TOYOTA,COMMUTER,78.58333333333330
2567,November,Sedan (Not more than 7 Pass),TOYOTA,COMMUTER,63.208333333333300
2567,December,Sedan (Not more than 7 Pass),TOYOTA,COMMUTER,78.58333333333330
2567,September,Sedan (Not more than 7 Pass),TOYOTA,COROLLA,711.8456674473070
2567,October,Sedan (Not more than 7 Pass),TOYOTA,COROLLA,552.5695550351290
2567,November,Sedan (Not more than 7 Pass),TOYOTA,COROLLA,485.044730679157
2567,December,Sedan (Not more than 7 Pass),TOYOTA,COROLLA,451.54004683840800
2567,September,Sedan (Not more than 7 Pass),TOYOTA,COROLLA CROSS,3783.1055750292100
2567,October,Sedan (Not more than 7 Pass),TOYOTA,COROLLA CROSS,2938.54339843098
2567,November,Sedan (Not more than 7 Pass),TOYOTA,COROLLA CROSS,3076.912201635790
2567,December,Sedan (Not more than 7 Pass),TOYOTA,COROLLA CROSS,2482.4388249040200
2567,September,Sedan (Not more than 7 Pass),TOYOTA,CROWN CROSSOVER G ADVANCED,8.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,CROWN CROSSOVER RS ADVANCED,5.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,CROWN CROSSOVER RS ADVANCED,5.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,FORTUNER,2977.7981873111800
2567,October,Sedan (Not more than 7 Pass),TOYOTA,FORTUNER,2965.0404833836900
2567,November,Sedan (Not more than 7 Pass),TOYOTA,FORTUNER,2869.7329305136000
2567,December,Sedan (Not more than 7 Pass),TOYOTA,FORTUNER,2365.428398791540
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR 86 RZ,0.6666666666666670
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR 86 RZ,0.6666666666666670
2567,December,Sedan (Not more than 7 Pass),TOYOTA,GR 86 RZ,0.6666666666666670
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR COROLLA RZ,7.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR SUPRA,1.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR SUPRA RZ,5.0
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR SUPRA RZ,5.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR YARIS,1.0
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR YARIS,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR YARIS RZ HIGH PERFORMANCE,0.8888888888888890
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR YARIS RZ HIGH PERFORMANCE,0.6666666666666670
2567,December,Sedan (Not more than 7 Pass),TOYOTA,GR YARIS RZ HIGH PERFORMANCE,0.4444444444444440
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR86,7.000000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR86 CUP CAR BASIC,3.428571428571430
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR86 CUP CAR BASIC,3.428571428571430
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR86 CUP CAR BASIC,5.142857142857140
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR86 RC,20.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ,1.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ,3.333333333333330
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ 10th ANNIVERSARY,15.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ 2WD,1.6666666666666700
2567,October,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ 2WD,1.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,GR86 RZ 2WD,1.6666666666666700
2567,September,Sedan (Not more than 7 Pass),TOYOTA,GT86 14R-60 TRD,1.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,HARRIER 2.5 HYBRID G,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,HARRIER 2.5 HYBRID Z LEATHER,2.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,HARRIER 2.5 HYBRID Z LEATHER,1.0
2567,November,Sedan (Not more than 7 Pass),TOYOTA,HARRIER 2.5 HYBRID Z LEATHER,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID G,5.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID G,1.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID G,1.6666666666666700
2567,December,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID G,1.6666666666666700
2567,September,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID Z LEATHER,5.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,HARRIER HYBRID Z LEATHER,5.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,HILUX REVO,6661.693583954640
2567,October,Sedan (Not more than 7 Pass),TOYOTA,HILUX REVO,5117.182680527850
2567,November,Sedan (Not more than 7 Pass),TOYOTA,HILUX REVO,5402.392803388290
2567,December,Sedan (Not more than 7 Pass),TOYOTA,HILUX REVO,4374.730932129230
2567,September,Sedan (Not more than 7 Pass),TOYOTA,INNOVA,480.55755395683400
2567,October,Sedan (Not more than 7 Pass),TOYOTA,INNOVA,427.5089928057550
2567,November,Sedan (Not more than 7 Pass),TOYOTA,INNOVA,552.3291366906470
2567,December,Sedan (Not more than 7 Pass),TOYOTA,INNOVA,274.60431654676300
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 GR SPORT,2.25
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 GR SPORT,4.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 GR SPORT,2.25
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX,1.25
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX,2.5
2567,December,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX,1.25
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX 3.3L,1.2000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX 3.3L,0.4
2567,December,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX 3.3L,0.4
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER 300 ZX DIESEL,2.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER GR SPORT,1.6666666666666700
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER GR SPORT,1.6666666666666700
2567,December,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER GR SPORT,1.6666666666666700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO 2.7 TX-L,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TX,0.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TX,0.5
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ G 2.8L,3.9000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ G 2.8L,2.6
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ G 2.8L,3.9000000000000000
2567,December,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ G 2.8L,2.6
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ-G,3.3333333333333300
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER PRADO TZ-G,1.6666666666666700
2567,September,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER ZX,2.2000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER ZX,2.2000000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER ZX,4.4000000000000000
2567,December,Sedan (Not more than 7 Pass),TOYOTA,LAND CRUISER ZX,2.2000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LANDCRUISER LC300 GR SPORT,0.5
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LANDCRUISER LC300 GR SPORT,0.5
2567,October,Sedan (Not more than 7 Pass),TOYOTA,LANDCRUISER PRADO 2.8 DIESEL,2.0
2567,November,Sedan (Not more than 7 Pass),TOYOTA,LANDCRUISER PRADO 2.8 DIESEL,2.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,NOAH HYBRID S-Z,1.5000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,NOAH HYBRID S-Z,1.5000000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,NOAH HYBRID X,44.400000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,NOAH HYBRID X,29.600000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,NOAH SZ 2.0L,1.0
2567,October,Sedan (Not more than 7 Pass),TOYOTA,NOAH X 2WD,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,SIENTA,4.250681198910080
2567,October,Sedan (Not more than 7 Pass),TOYOTA,SIENTA,2.4850136239782000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,SIENTA,2.190735694822890
2567,December,Sedan (Not more than 7 Pass),TOYOTA,SIENTA,3.0735694822888300
2567,December,Sedan (Not more than 7 Pass),TOYOTA,SUPRA,1.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,TR TRANSFORMER,2.7500000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,TR TRANSFORMER,2.2000000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,TR TRANSFORMER,6.05
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE,16.270270270270300
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE,23.243243243243200
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE,27.891891891891900
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE,18.594594594594600
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,0.3333333333333330
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,0.3333333333333330
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,0.3333333333333330
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5Z G EDITION,0.5555555555555560
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5Z G EDITION,0.2222222222222220
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5Z G EDITION,0.1111111111111110
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE 2.5Z G EDITION,0.1111111111111110
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE HYBRID ZRG EDITION,0.3333333333333330
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE HYBRID ZRG EDITION,0.6666666666666670
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE Z G EDITION,0.6666666666666670
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE Z G EDITION,0.6666666666666670
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VELLFIRE Z G EDITION,0.6666666666666670
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VELOZ,992.7037884203000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VELOZ,939.7658327376700
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VELOZ,774.8617583988560
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VELOZ,569.6686204431740
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VIOS,0.9611650485436890
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VIOS,0.9902912621359220
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VIOS,0.5048543689320390
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VIOS,0.5436893203883500
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID S-G,3.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID S-Z,33.68421052631580
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID S-Z,42.10526315789470
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID S-Z,56.14035087719300
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID S-Z,28.07017543859650
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID SZ 1.8L,4.153846153846150
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID SZ 1.8L,1.3846153846153800
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VOXY HYBRID SZ 1.8L,3.4615384615384600
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY S-Z 2WD,1.3636363636363600
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VOXY S-Z 2WD,0.9090909090909090
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VOXY S-Z 2WD,1.8181818181818200
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VOXY S-Z 2WD,0.9090909090909090
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ,0.8
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ,1.2
2567,September,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ 2.0L,1.2000000000000000
2567,October,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ 2.0L,0.6000000000000000
2567,November,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ 2.0L,0.6000000000000000
2567,December,Sedan (Not more than 7 Pass),TOYOTA,VOXY SZ 2.0L,0.6000000000000000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,YARIS,2197.025026667760
2567,October,Sedan (Not more than 7 Pass),TOYOTA,YARIS,1637.3309263969800
2567,November,Sedan (Not more than 7 Pass),TOYOTA,YARIS,1620.968901288260
2567,December,Sedan (Not more than 7 Pass),TOYOTA,YARIS,1420.6751456470000
2567,September,Sedan (Not more than 7 Pass),TOYOTA,YARIS ATIV,8670.601586333130
2567,October,Sedan (Not more than 7 Pass),TOYOTA,YARIS ATIV,9691.910311165340
2567,November,Sedan (Not more than 7 Pass),TOYOTA,YARIS ATIV,9834.274557657110
2567,December,Sedan (Not more than 7 Pass),TOYOTA,YARIS ATIV,6296.213544844420
2567,October,Sedan (Not more than 7 Pass),TOYOTA,YARIS GR CIRCUIT PACK,2.0
2567,September,Sedan (Not more than 7 Pass),TOYOTA,Yaris 1.2J CVT,0.3333333333333330
2567,October,Sedan (Not more than 7 Pass),TOYOTA,Yaris 1.2J CVT,0.3333333333333330
2567,November,Sedan (Not more than 7 Pass),TOYOTA,Yaris 1.2J CVT,0.3333333333333330
2567,September,Sedan (Not more than 7 Pass),VOLT,VOLT FOR FOUR,19.565217391304300
2567,October,Sedan (Not more than 7 Pass),VOLT,VOLT FOR FOUR,14.18478260869570
2567,November,Sedan (Not more than 7 Pass),VOLT,VOLT FOR FOUR,11.25
2567,September,Sedan (Not more than 7 Pass),VOLT,VOLT FOR TWO,0.5714285714285710
2567,October,Sedan (Not more than 7 Pass),VOLT,VOLT FOR TWO,1.7142857142857100
